185.53.91.50 - - [30/Mar/2019:00:47:32 +0800] "GET /admin/assets/js/views/login.js HTTP/1.1" 404 1011
80.82.70.187 - - [30/Mar/2019:01:05:35 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
194.156.126.13 - - [30/Mar/2019:02:00:58 +0800] "-" 400 -
194.156.126.13 - - [30/Mar/2019:02:00:59 +0800] "-" 400 -
69.162.127.162 - - [30/Mar/2019:02:04:56 +0800] "HEAD /robots.txt HTTP/1.0" 404 -
31.132.249.142 - - [30/Mar/2019:02:51:04 +0800] "GET / HTTP/1.0" 200 11398
190.0.236.227 - - [30/Mar/2019:02:55:59 +0800] "GET / HTTP/1.1" 200 11418
207.180.241.30 - - [30/Mar/2019:05:16:17 +0800] "GET /aastra.cfg HTTP/1.0" 404 971
184.105.247.252 - - [30/Mar/2019:08:02:25 +0800] "GET / HTTP/1.1" 200 11418
216.245.197.254 - - [30/Mar/2019:08:05:28 +0800] "HEAD /robots.txt HTTP/1.0" 404 -
94.102.49.218 - - [30/Mar/2019:08:28:46 +0800] "GET /status HTTP/1.1" 404 963
179.225.204.184 - - [30/Mar/2019:08:41:05 +0800] "GET / HTTP/1.1" 200 11418
72.143.46.210 - - [30/Mar/2019:09:39:43 +0800] "GET / HTTP/1.1" 200 11418
92.246.76.125 - - [30/Mar/2019:09:44:08 +0800] "-" 400 -
180.250.131.52 - - [30/Mar/2019:10:50:05 +0800] "GET / HTTP/1.1" 200 11418
80.82.70.187 - - [30/Mar/2019:11:16:47 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
116.209.61.53 - - [30/Mar/2019:11:32:03 +0800] "GET /script HTTP/1.1" 404 963
210.186.147.107 - - [30/Mar/2019:13:39:44 +0800] "GET / HTTP/1.0" 200 11398
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm HTTP/1.1" 302 -
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/ HTTP/1.1" 302 -
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
117.136.87.138 - - [30/Mar/2019:14:06:21 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
117.136.87.138 - - [30/Mar/2019:14:06:22 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
117.136.87.138 - - [30/Mar/2019:14:06:22 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
117.136.87.138 - - [30/Mar/2019:14:06:25 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 122880
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 196608
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 131072
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/js/login.js HTTP/1.1" 200 777
117.136.87.138 - - [30/Mar/2019:14:06:29 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 131072
117.136.87.138 - - [30/Mar/2019:14:06:31 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
117.136.87.138 - - [30/Mar/2019:14:06:32 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66948
117.136.87.138 - - [30/Mar/2019:14:06:43 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
117.136.87.138 - - [30/Mar/2019:14:06:43 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
117.136.87.138 - - [30/Mar/2019:14:06:43 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
117.136.87.138 - - [30/Mar/2019:14:06:43 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
117.136.87.138 - - [30/Mar/2019:14:06:50 +0800] "GET /ssmdm/images/logo.png HTTP/1.1" 200 556002
117.136.87.138 - - [30/Mar/2019:14:06:51 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
117.136.87.138 - - [30/Mar/2019:14:07:05 +0800] "POST /ssmdm/login HTTP/1.1" 500 16250
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "POST /ssmdm/login HTTP/1.1" 200 3608
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "GET /ssmdm/js/title.js HTTP/1.1" 200 747
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "GET /ssmdm/css/Main.css HTTP/1.1" 200 581
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
117.136.87.138 - - [30/Mar/2019:14:07:09 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
117.136.87.138 - - [30/Mar/2019:14:07:10 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
117.136.87.138 - - [30/Mar/2019:14:07:12 +0800] "GET /ssmdm/images/logo2.png HTTP/1.1" 200 33740
117.136.87.138 - - [30/Mar/2019:14:07:12 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
117.136.87.138 - - [30/Mar/2019:14:07:12 +0800] "GET /ssmdm/stuUpload HTTP/1.1" 200 2831
117.136.87.138 - - [30/Mar/2019:14:07:12 +0800] "GET /ssmdm/js/student/fileUpload.js HTTP/1.1" 200 1142
89.46.50.48 - - [30/Mar/2019:14:41:48 +0800] "GET / HTTP/1.1" 200 11418
61.94.159.201 - - [30/Mar/2019:15:19:11 +0800] "GET / HTTP/1.1" 200 11418
47.92.103.177 - - [30/Mar/2019:15:36:41 +0800] "GET / HTTP/1.1" 200 11418
